02,79522756729,20230409202336,20230409203310
02,72430905176,20230427082803,20230427085504
02,73580092038,20220502214730,20220502222434
02,79214842407,20220916212930,20220916215340
01,79679231219,20230318122420,20230318132036
02,73834389112,20221116042403,20221116051542
01,79937508412,20230105004253,20230105005413
02,74317434908,20230103090932,20230103094546
01,76670752327,20230414182454,20230414190417
02,72040071370,20230411001815,20230411005542
02,77370391773,20220724110630,20220724110653
01,71520943179,20230110091051,20230110095841
01,75369935833,20230121074350,20230121081517
02,78769396313,20230304053830,20230304063402
01,78314804132,20220123154600,20220123155106
02,79134725967,20220907190703,20220907193602
01,71453295350,20230213231250,20230213235558
01,70809083164,20230422190149,20230422193519
01,77664619841,20230309072606,20230309073955
01,74887240417,20230227181146,20230227190953
02,76105929814,20220115230106,20220115233834
02,79727650606,20220928024330,20220928030801
01,71441372739,20220919030519,20220919030634
01,76414461887,20220725203624,20220725203904
01,70700468124,20230124211221,20230124212727
02,74104479115,20220923172407,20220923175150
01,72636173521,20221203091547,20221203095356
01,74675954646,20230411175649,20230411181407
01,79583781116,20230103184903,20230103191900
01,75834895559,20230303013301,20230303014327
01,79940930587,20220927200300,20220927210255
01,71944949484,20230327154322,20230327163906
02,70639200491,20221011020536,20221011024254
02,75114467705,20230113134832,20230113140325
02,73014713615,20220921044656,20220921052402
02,79245009002,20221223143902,20221223150817
01,78552858886,20230102043943,20230102050750
01,70116005030,20221228204805,20221228213245
02,79822252975,20230306133855,20230306141551
01,79173317681,20220908172339,20220908180812
01,76361860601,20230422132917,20230422134645
01,71772909991,20230116031059,20230116033401
02,78992283408,20220914051423,20220914060256
01,76807337564,20230217151844,20230217153800
01,72939602352,20230104165614,20230104171349
01,71231233214,20220809144216,20220809154054
01,72994597418,20220325092434,20220325094153
01,72405962042,20220620141637,20220620144558
02,79996422375,20230304234628,20230305001949
01,78402881882,20230417060856,20230417062731
02,76086355091,20230129141728,20230129145609
02,78750423457,20220808210532,20220808212842
