01,79107356790,20230417235550,20230418003604,06
02,79356269457,20230222163226,20230222171116,03
02,79695719166,20230203142001,20230203151628,03
01,79794364796,20230330221212,20230330223401,11
02,79109862134,20230413164249,20230413165645,03
01,79639358389,20230326054206,20230326061646,06
01,79957162308,20230204115504,20230204120244,06
02,79777029097,20230326081337,20230326085341,03
02,79139504581,20230326121507,20230326123642,03
02,79638499296,20230313233212,20230313234315,11
01,79852536125,20230319012618,20230319013715,11
02,79833019763,20230323232901,20230323233544,06
02,79033419551,20230308150501,20230308151436,11
01,79583781116,20230323173109,20230323181337,03
02,79940930587,20230331174844,20230331182219,03
01,79308203125,20230415133057,20230415141504,11
02,79290134605,20230408083930,20230408090717,11
01,79245009002,20230324101933,20230324111650,11
01,79914104015,20230316024306,20230316033253,06
02,79961423233,20230418033013,20230418042239,03
01,79833178697,20230222143733,20230222144754,11
01,79696219232,20230307090731,20230307092134,06
02,79970194518,20230413003322,20230413012048,11
02,79129735854,20230409065721,20230409070549,03
02,79797978762,20230305190928,20230305194504,03
01,79763059695,20230410004709,20230410013733,11
02,79275123968,20230227095336,20230227100618,06
01,79090967362,20230311152735,20230311154628,06
02,79880756249,20230314194800,20230314202540,06
01,79983636462,20230413030910,20230413033237,11
02,79735064996,20230330044310,20230330053530,11
01,79175861910,20230303035350,20230303043141,06
02,79689492568,20230404001918,20230404002515,06
01,79737307189,20230220135852,20230220145407,11
01,79522211075,20230129152833,20230129160612,03
01,79625072009,20230402200138,20230402201135,03
01,79795192809,20230323210526,20230323220003,06
02,79774325592,20230402173359,20230402175100,11
02,79164809260,20230406175642,20230406183029,06
01,79342427302,20230401114951,20230401121248,03
01,79675752189,20230324170927,20230324173124,06
02,79621217217,20230201050205,20230201052846,06
02,79668893694,20230404155626,20230404164333,03
02,79723384780,20230221023247,20230221033037,11
02,79541019043,20230202164013,20230202164543,11
02,79791746439,20230120084620,20230120094358,06
01,79999766783,20230325200204,20230325204444,03
01,79613143076,20230224082113,20230224090806,06
01,79569380422,20230331131005,20230331135144,11
02,79890907982,20230325003409,20230325011914,11
02,79794622349,20230315182144,20230315190845,03
02,79723827406,20230225113837,20230225115508,03
01,79059623911,20230306234856,20230307000128,11
02,79088014472,20230401035301,20230401035311,06
01,79634438909,20230409163302,20230409164507,03
02,79796639052,20230327091217,20230327101102,06
01,79583101217,20230305000909,20230305010238,03
02,79251601716,20230317215951,20230317225119,06
01,79783941768,20230212040954,20230212042112,11
01,79763918452,20230312143804,20230312150441,11
02,79326961948,20230304173906,20230304175547,03
02,79921874763,20230418090720,20230418093014,03
02,79572612753,20230416051405,20230416052652,03
02,79857276437,20230220063003,20230220072811,11
02,79817404678,20230324180417,20230324185826,03
02,79982632807,20230331164504,20230331173137,11
01,79229104597,20230107174437,20230107181243,06
02,79552192853,20230407223053,20230407232229,03
01,79724410307,20230403015009,20230403020906,06
02,79547620695,20230323133217,20230323133540,11
02,79375832945,20230309085437,20230309092427,11
01,79988539908,20230302134054,20230302142036,06
02,79729906772,20230406145618,20230406155517,06
02,79107356790,20230418040331,20230418045657,06
02,79356269457,20230404062459,20230404062722,03
02,79695719166,20230325104101,20230325112203,03
01,79794364796,20230406065821,20230406075500,11
02,79109862134,20230416045714,20230416052439,03
02,79639358389,20230401123315,20230401131610,06
01,79957162308,20230408065939,20230408075234,06
01,79777029097,20230406211701,20230406215806,03
02,79139504581,20230412175041,20230412180022,03
01,79638499296,20230408213619,20230408214145,11
02,79852536125,20230409020100,20230409022237,11
02,79833019763,20230408161359,20230408170919,06
02,79033419551,20230309232323,20230309232625,11
02,79583781116,20230408102838,20230408103313,03
02,79940930587,20230417002332,20230417010041,03
02,79308203125,20230419121246,20230419124451,11
01,79290134605,20230418044557,20230418054157,11
02,79245009002,20230407111833,20230407121825,11
02,79914104015,20230329122226,20230329132152,06
02,79961423233,20230418112621,20230418122255,03
01,79833178697,20230316052755,20230316054942,11
02,79696219232,20230319094306,20230319103222,06
02,79970194518,20230417011532,20230417015959,11
02,79129735854,20230413051038,20230413051649,03
02,79797978762,20230310063019,20230310065101,03
02,79763059695,20230413134707,20230413143311,11
02,79275123968,20230405075143,20230405080655,06
01,79090967362,20230323074651,20230323083600,06
02,79880756249,20230327224353,20230327232646,06
01,79983636462,20230418155534,20230418155709,11
01,79735064996,20230417221055,20230417222346,11
02,79175861910,20230321150032,20230321153815,06
01,79689492568,20230406174459,20230406182838,06
02,79737307189,20230329134850,20230329142731,11
02,79522211075,20230322031354,20230322032733,03
01,79625072009,20230408182147,20230408190931,03
01,79795192809,20230416124044,20230416125000,06
01,79774325592,20230405044240,20230405052415,11
02,79164809260,20230412034202,20230412035526,06
01,79342427302,20230411193850,20230411195610,03
01,79675752189,20230330221619,20230330231257,06
02,79621217217,20230207021630,20230207024759,06
02,79668893694,20230415034355,20230415041257,03
01,79723384780,20230319015713,20230319025118,11
01,79541019043,20230301014118,20230301020019,11
01,79791746439,20230212051113,20230212055543,06
02,79999766783,20230330013936,20230330015144,03
02,79613143076,20230305200936,20230305210733,06
02,79569380422,20230415171623,20230415172911,11
02,79890907982,20230326120454,20230326124200,11
01,79794622349,20230328151517,20230328161140,03
02,79723827406,20230416103153,20230416103430,03
01,79059623911,20230314145135,20230314153448,11
01,79088014472,20230405143011,20230405144203,06
01,79634438909,20230409190312,20230409192214,03
02,79796639052,20230329231847,20230329234632,06
02,79583101217,20230327062436,20230327070418,03
01,79251601716,20230327015558,20230327024846,06
02,79783941768,20230329080012,20230329084516,11
01,79763918452,20230414051519,20230414054023,11
01,79326961948,20230323083629,20230323091552,03
02,79921874763,20230418102119,20230418105647,03
01,79572612753,20230418001501,20230418005901,03
01,79857276437,20230415022036,20230415024553,11
02,79817404678,20230402201335,20230402203627,03
01,79982632807,20230331200341,20230331203059,11
01,79229104597,20230419121850,20230419130420,06
01,79552192853,20230418031148,20230418040743,03
01,79724410307,20230404230826,20230404232128,06
02,79547620695,20230418185841,20230418190945,11
01,79375832945,20230405032759,20230405035943,11
01,79988539908,20230324092110,20230324092212,06
01,79729906772,20230419050359,20230419055625,06
02,79107356790,20230418180208,20230418182900,06
01,79356269457,20230412093315,20230412095629,03
01,79695719166,20230408081550,20230408082050,03
02,79794364796,20230415153253,20230415153317,11
02,79109862134,20230419041732,20230419043757,03
02,79107356790,20230419045719,20230419050423,06
02,79356269457,20230418093236,20230418101154,03
01,79695719166,20230415053020,20230415055932,03
02,79794364796,20230419035004,20230419043229,11
01,79639358389,20230408052929,20230408062845,06
02,79957162308,20230418111455,20230418114526,06
02,79777029097,20230409175733,20230409180046,03
01,79139504581,20230415045653,20230415051649,03
01,79638499296,20230416071207,20230416071610,11
01,79852536125,20230413182608,20230413192557,11
02,79356269457,20230418111517,20230418112816,03
02,79695719166,20230416221949,20230416224150,03
02,79794364796,20230419052259,20230419060643,11
01,79639358389,20230410035407,20230410042125,06
02,79957162308,20230418154321,20230418160639,06
02,79356269457,20230418135052,20230418141057,03
02,79695719166,20230417063812,20230417072817,03
02,79794364796,20230419081754,20230419082104,11
02,79639358389,20230412084203,20230412092528,06
01,79957162308,20230419002727,20230419005821,06
01,79777029097,20230414124408,20230414131224,03
01,79139504581,20230415144140,20230415151734,03
01,79638499296,20230416174314,20230416182200,11
02,79852536125,20230418183928,20230418185811,11
02,79833019763,20230413191016,20230413191142,06
02,79033419551,20230316061527,20230316064822,11
01,79583781116,20230414155719,20230414161724,03
01,79940930587,20230418053541,20230418054619,03
01,79308203125,20230419130213,20230419135007,11
01,79290134605,20230419031846,20230419041633,11
02,79356269457,20230419075810,20230419080028,03
01,79695719166,20230419114827,20230419120052,03
01,79794364796,20230419101809,20230419105545,11
01,79639358389,20230415172438,20230415172956,06
02,79957162308,20230419094203,20230419094913,06
01,79777029097,20230415023837,20230415033041,03
02,79139504581,20230417020303,20230417030030,03
01,79638499296,20230418205942,20230418211403,11
02,79852536125,20230419010809,20230419012226,11
01,79833019763,20230415074802,20230415084049,06
01,79033419551,20230405232154,20230406001808,11
02,79583781116,20230415224830,20230415234120,03
01,79940930587,20230418184821,20230418193818,03
02,79308203125,20230419140954,20230419150854,11
02,79290134605,20230419082407,20230419082521,11
01,79245009002,20230413220707,20230413221115,11
02,79914104015,20230329140913,20230329141329,06
01,79961423233,20230418210608,20230418220114,03
02,79356269457,20230419103910,20230419105823,03
01,79695719166,20230419121709,20230419130059,03
01,79794364796,20230419125957,20230419131838,11
02,79639358389,20230416220129,20230416223937,06
02,79957162308,20230419114757,20230419115833,06
01,79777029097,20230417105324,20230417114510,03
02,79139504581,20230419051122,20230419054452,03
01,79638499296,20230419074044,20230419075228,11
02,79852536125,20230419044311,20230419053515,11
01,79833019763,20230417095004,20230417101724,06
02,79033419551,20230409201636,20230409205223,11
02,79583781116,20230418172326,20230418175327,03
01,79940930587,20230419030115,20230419035149,03
02,79308203125,20230419152003,20230419161757,11
02,79290134605,20230419112239,20230419114110,11
01,79245009002,20230418004616,20230418013412,11
01,79914104015,20230330064011,20230330070044,06
01,79833178697,20230417062355,20230417064817,11
02,79696219232,20230401161216,20230401162020,06
02,79970194518,20230418045333,20230418054423,11
01,79129735854,20230413103910,20230413112609,03
02,79797978762,20230416082536,20230416091011,03
02,79356269457,20230419120528,20230419120616,03
02,79695719166,20230419130645,20230419132141,03
02,79794364796,20230419140709,20230419144546,11
01,79639358389,20230417012741,20230417020644,06
02,79957162308,20230419125427,20230419130434,06
02,79777029097,20230418215632,20230418222426,03
01,79139504581,20230419082504,20230419083453,03
01,79638499296,20230419075248,20230419083738,11
02,79852536125,20230419105725,20230419112634,11
01,79833019763,20230417190758,20230417192342,06
01,79356269457,20230419124141,20230419132748,03
02,79695719166,20230419135030,20230419140734,03
02,79356269457,20230419134234,20230419134319,03
01,79794364796,20230419153410,20230419160201,11
01,79639358389,20230419061909,20230419064849,06
02,79356269457,20230419143621,20230419151345,03
01,79794364796,20230419161721,20230419165713,11
01,79957162308,20230419130530,20230419134355,06
02,79794364796,20230419171459,20230419175509,11
01,79794364796,20230419181148,20230419184500,11
02,79794364796,20230419193025,20230419202305,11
02,79957162308,20230419135837,20230419143551,06
01,79957162308,20230419143840,20230419150030,06
01,79777029097,20230419035405,20230419035625,03
01,79139504581,20230419100027,20230419104324,03
01,79777029097,20230419080508,20230419090031,03
01,79638499296,20230419121304,20230419131125,11
01,79852536125,20230419123837,20230419124427,11
02,79033419551,20230412033646,20230412042711,11
01,79583781116,20230419113358,20230419120903,03
01,79940930587,20230419073348,20230419075222,03
02,79308203125,20230419163607,20230419164415,11
01,79290134605,20230419125956,20230419132935,11
01,79245009002,20230418135620,20230418140046,11
02,79777029097,20230419094052,20230419101125,03
02,79638499296,20230419135945,20230419142916,11
01,79852536125,20230419124839,20230419132742,11
02,79777029097,20230419123921,20230419124250,03
02,79638499296,20230419143028,20230419143836,11
01,79777029097,20230419124433,20230419131126,03
01,79777029097,20230419134858,20230419142707,03
02,79033419551,20230417023000,20230417024838,11
01,79583781116,20230419121901,20230419124242,03
02,79940930587,20230419130719,20230419134813,03
01,79308203125,20230419170829,20230419174126,11
02,79290134605,20230419134454,20230419140538,11
02,79245009002,20230418173454,20230418182446,11
02,79777029097,20230419150834,20230419153832,03
01,79033419551,20230418145351,20230418150640,11
02,79583781116,20230419124322,20230419131136,03
01,79033419551,20230419083444,20230419091319,11
01,79940930587,20230419135323,20230419145129,03
02,79308203125,20230419182853,20230419184709,11
02,79290134605,20230419150026,20230419155932,11
01,79914104015,20230416004839,20230416011026,06
02,79033419551,20230419101731,20230419110540,11
02,79940930587,20230419153155,20230419162509,03
02,79033419551,20230419120953,20230419124553,11
01,79308203125,20230419194546,20230419202430,11
01,79290134605,20230419165253,20230419170923,11
02,79914104015,20230417080123,20230417084424,06
01,79833178697,20230419011916,20230419015436,11
01,79696219232,20230402112407,20230402113856,06
02,79970194518,20230419061316,20230419063153,11
02,79129735854,20230416200318,20230416202901,03
01,79763059695,20230414075122,20230414084844,11
02,79275123968,20230408181214,20230408183134,06
02,79090967362,20230325131859,20230325132943,06
01,79880756249,20230405033422,20230405042048,06
01,79983636462,20230418213445,20230418213627,11
01,79735064996,20230418022459,20230418024110,11
02,79175861910,20230408164155,20230408165814,06
02,79033419551,20230419125810,20230419131819,11
02,79308203125,20230419210101,20230419215533,11
02,79290134605,20230419171312,20230419181125,11
01,79914104015,20230418112823,20230418115013,06
02,79033419551,20230419132243,20230419132747,11
02,79308203125,20230419225133,20230419231340,11
01,79290134605,20230419183800,20230419183816,11
02,79833178697,20230419073448,20230419082031,11
01,79308203125,20230419235059,20230420002943,11
01,79290134605,20230419185454,20230419194432,11
01,79308203125,20230420004102,20230420012237,11
01,79308203125,20230420020520,20230420020805,11
02,79290134605,20230419202105,20230419211652,11
01,79290134605,20230419221330,20230419222318,11
02,79696219232,20230407130309,20230407135334,06
02,79970194518,20230419121255,20230419121546,11
01,79129735854,20230417191339,20230417195358,03
02,79763059695,20230419033541,20230419043343,11
01,79275123968,20230413043719,20230413050320,06
01,79090967362,20230412104625,20230412110239,06
02,79880756249,20230412104145,20230412104638,06
02,79983636462,20230419062034,20230419062044,11
01,79735064996,20230418123211,20230418131932,11
02,79689492568,20230418203549,20230418212140,06
02,79737307189,20230406181223,20230406182208,11
02,79696219232,20230411124128,20230411133439,06
02,79970194518,20230419125122,20230419134009,11
01,79129735854,20230418040358,20230418042905,03
01,79763059695,20230419050801,20230419053100,11
01,79275123968,20230415202848,20230415210544,06
02,79090967362,20230413174115,20230413180953,06
01,79696219232,20230417031255,20230417034023,06
01,79970194518,20230419141725,20230419150145,11
02,79696219232,20230418052325,20230418060837,06
02,79970194518,20230419154222,20230419162058,11
01,79129735854,20230419020850,20230419030441,03
02,79763059695,20230419102030,20230419105850,11
02,79275123968,20230416130332,20230416130415,06
02,79880756249,20230416081827,20230416083555,06
01,79983636462,20230419090908,20230419095056,11
02,79735064996,20230419033015,20230419034006,11
01,79970194518,20230419171630,20230419175344,11
01,79129735854,20230419110240,20230419115422,03
02,79970194518,20230419184840,20230419192544,11
02,79129735854,20230419121904,20230419125520,03
02,79970194518,20230419201233,20230419202216,11
01,79129735854,20230419125520,20230419125719,03
01,79763059695,20230419111106,20230419113044,11
01,79275123968,20230416163434,20230416164646,06
02,79880756249,20230418044427,20230418050405,06
01,79983636462,20230419105329,20230419112425,11
01,79689492568,20230419040842,20230419045349,06
01,79737307189,20230411030526,20230411033038,11
02,79970194518,20230419210921,20230419213910,11
01,79129735854,20230419130334,20230419135004,03
02,79763059695,20230419123244,20230419132000,11
02,79970194518,20230419222155,20230419223020,11
02,79129735854,20230419135512,20230419145340,03
01,79763059695,20230419141343,20230419150135,11
01,79129735854,20230419150204,20230419153936,03
02,79275123968,20230417185159,20230417185634,06
01,79880756249,20230419071105,20230419080302,06
01,79129735854,20230419160113,20230419165310,03
01,79275123968,20230418131506,20230418132636,06
01,79983636462,20230419120148,20230419123708,11
01,79689492568,20230419081515,20230419091418,06
02,79275123968,20230418151925,20230418155014,06
01,79983636462,20230419124224,20230419133511,11
02,79522211075,20230328114911,20230328122201,03
02,79625072009,20230418194518,20230418203335,03
02,79795192809,20230418205820,20230418214658,06
02,79774325592,20230415090025,20230415090534,11
01,79164809260,20230414011944,20230414015258,06
02,79342427302,20230414143743,20230414151537,03
01,79675752189,20230415040901,20230415044538,06
01,79621217217,20230311071257,20230311073544,06
02,79668893694,20230418200410,20230418210336,03
01,79723384780,20230405034842,20230405041532,11
01,79541019043,20230330091537,20230330095659,11
02,79275123968,20230419112719,20230419121608,06
02,79983636462,20230419142534,20230419144832,11
01,79522211075,20230329082745,20230329092514,03
01,79625072009,20230419040521,20230419041454,03
01,79795192809,20230419044104,20230419050523,06
01,79774325592,20230417010724,20230417012022,11
02,79164809260,20230415154344,20230415154733,06
01,79342427302,20230415184122,20230415190303,03
01,79675752189,20230418123316,20230418125318,06
02,79621217217,20230402103045,20230402112959,06
02,79983636462,20230419152835,20230419153410,11
01,79522211075,20230411224510,20230411225000,03
01,79983636462,20230419155759,20230419163711,11
01,79625072009,20230419045439,20230419055047,03
01,79795192809,20230419105337,20230419114043,06
01,79774325592,20230418150030,20230418152152,11
01,79164809260,20230416101447,20230416103409,06
01,79342427302,20230417033619,20230417041537,03
01,79675752189,20230418131017,20230418135927,06
02,79621217217,20230402165629,20230402172633,06
02,79668893694,20230419021439,20230419025301,03
02,79723384780,20230412000006,20230412002350,11
01,79791746439,20230410120702,20230410124332,06
01,79983636462,20230419164049,20230419164156,11
01,79625072009,20230419090830,20230419095542,03
02,79795192809,20230419122155,20230419122354,06
01,79774325592,20230419015226,20230419020654,11
02,79164809260,20230419121533,20230419121829,06
02,79625072009,20230419102402,20230419112248,03
02,79795192809,20230419123634,20230419123634,06
01,79774325592,20230419075840,20230419083013,11
02,79342427302,20230418003729,20230418004338,03
02,79675752189,20230419110750,20230419115350,06
01,79621217217,20230405000622,20230405005016,06
01,79668893694,20230419041957,20230419045049,03
01,79723384780,20230412173557,20230412181732,11
02,79999766783,20230408121932,20230408131434,03
01,79613143076,20230406145410,20230406152148,06
01,79569380422,20230418120110,20230418121741,11
02,79890907982,20230406233811,20230407001508,11
01,79794622349,20230416112324,20230416113943,03
01,79625072009,20230419121134,20230419130525,03
02,79795192809,20230419124547,20230419131611,06
02,79774325592,20230419122222,20230419130712,11
01,79342427302,20230419122203,20230419124509,03
01,79675752189,20230419125537,20230419130230,06
01,79621217217,20230407222141,20230407224229,06
01,79668893694,20230419112629,20230419121400,03
02,79723384780,20230415060228,20230415063518,11
01,79625072009,20230419130819,20230419133517,03
01,79795192809,20230419132808,20230419134025,06
02,79774325592,20230419130912,20230419135631,11
01,79342427302,20230419125219,20230419133137,03
02,79675752189,20230419130707,20230419134232,06
01,79621217217,20230415215028,20230415221210,06
02,79668893694,20230419125439,20230419131409,03
01,79723384780,20230416170756,20230416173005,11
02,79625072009,20230419133911,20230419140126,03
01,79795192809,20230419142232,20230419145814,06
02,79774325592,20230419143352,20230419143812,11
01,79625072009,20230419145954,20230419153219,03
01,79795192809,20230419153957,20230419155512,06
01,79625072009,20230419155946,20230419160234,03
02,79795192809,20230419161334,20230419162509,06
01,79625072009,20230419170129,20230419175200,03
02,79342427302,20230419133225,20230419135556,03
01,79675752189,20230419142235,20230419150503,06
02,79621217217,20230416025558,20230416033004,06
02,79668893694,20230419133233,20230419142248,03
01,79625072009,20230419182256,20230419190549,03
02,79342427302,20230419140845,20230419150306,03
01,79675752189,20230419150616,20230419154903,06
02,79621217217,20230419073755,20230419082714,06
01,79723384780,20230418050945,20230418060729,11
01,79999766783,20230417214916,20230417222700,03
02,79613143076,20230415023209,20230415024535,06
02,79569380422,20230418153924,20230418163312,11
01,79342427302,20230419152105,20230419153906,03
01,79675752189,20230419155135,20230419162549,06
01,79621217217,20230419120707,20230419120916,06
01,79723384780,20230418165240,20230418173845,11
01,79342427302,20230419153928,20230419154213,03
01,79675752189,20230419164525,20230419172743,06
02,79621217217,20230419122501,20230419131627,06
02,79723384780,20230418210633,20230418213438,11
01,79999766783,20230419010654,20230419020218,03
01,79621217217,20230419134724,20230419143526,06
01,79723384780,20230419123725,20230419123931,11
01,79621217217,20230419153235,20230419155036,06
01,79723384780,20230419130037,20230419130143,11
02,79723384780,20230419130908,20230419135459,11
02,79999766783,20230419082838,20230419083906,03
01,79723384780,20230419145319,20230419155004,11
01,79613143076,20230417125450,20230417130157,06
01,79569380422,20230418195101,20230418201625,11
02,79890907982,20230411161635,20230411162439,11
01,79794622349,20230419093020,20230419101619,03
02,79613143076,20230417224453,20230417225858,06
02,79569380422,20230419085831,20230419095300,11
01,79890907982,20230415044009,20230415044544,11
01,79794622349,20230419112645,20230419120022,03
01,79723827406,20230416184638,20230416194132,03
01,79059623911,20230316031945,20230316032733,11
01,79088014472,20230406054547,20230406054855,06
01,79634438909,20230409213820,20230409221556,03
01,79796639052,20230406201710,20230406205809,06
01,79583101217,20230330014043,20230330020921,03
